"","X.1","X","business_id","name","open_2019","neighborhood","august_2017_median","stars","review_count","categories","age","american"
"1282",1282,1411,"NHFsXnwZDkY3ufoTE9iKjQ","""Chipotle Mexican Grill""",1,"Southeast",855,3,40,"Fast Food;Restaurants;Mexican",1831,"0"
"1283",1283,1412,"nHktq8MckAbxmfRNRGlo0Q","""Auntie Anne's Pretzels""",1,"Southeast",855,3.5,4,"Food;Pretzels",840,"0"
"1284",1284,1413,"nI-ZmgPjAtiNTTU-_gnoYQ","""Trattoria Reggiano""",1,"South Summerlin",1872.5,4,261,"Italian;Restaurants",1461,"0"
"1285",1285,1414,"NIOwzgujIXKVBEVNTQBXpg","""Jjanga Steak & Sushi""",1,"Spring Valley",1475,4.5,639,"Breakfast & Brunch;Restaurants;Bars;Japanese;Nightlife;Sushi Bars;Karaoke;Steakhouses;Teppanyaki",1529,"1"
"1286",1286,1415,"NiQ_3tXqkoe6GaQ5w2sHaQ","""Sonic Drive-In""",1,"Eastside",1100,2.5,46,"Restaurants;Fast Food",3214,"0"
"1287",1287,1416,"njAKI1RSggY0Izay-xwJSw","""Arby's""",1,"Northwest",1330,2.5,14,"Fast Food;Sandwiches;American (Traditional);Restaurants",1586,"1"
"1288",1288,1417,"NjMC1bh3xZbqBmihsbH-nw","""PT's Gold""",1,"Southwest",1450,3,33,"Pubs;Bars;Restaurants;Nightlife;American (Traditional)",672,"1"
"1289",1289,1418,"NlpsCKu8FiGo2BvZSZdpFg","""Subway""",1,"Westside",1100,1.5,3,"Fast Food;Restaurants;Sandwiches",2176,"0"
"1290",1290,1419,"nlsibvBeSc8vfus2KuQatA","""Handel's Homemade Ice Cream & Yogurt""",1,"Spring Valley",1300,4.5,264,"Bakeries;Juice Bars & Smoothies;Food;Patisserie/Cake Shop;Restaurants;Ice Cream & Frozen Yogurt",1550,"0"
"1291",1291,1420,"nM9NwHXy3EadihjJTG2i5w","""Pancho's Vegan Tacos""",1,"Eastside",1100,4.5,193,"Vegan;Mexican;Restaurants;Tacos",817,"0"
"1292",1292,1421,"nMaIIKEAW2cTEWbEyeFyXQ","""Surang's Thai Kitchen""",1,"Spring Valley",1475,4,287,"Soup;Restaurants;Salad;Thai",3263,"0"
"1293",1293,1422,"NMEfM6_t_ebEtwxE_Rdf3g","""The Bar @Trails Village""",1,"Summerlin",1550,4,43,"Nightlife;Breakfast & Brunch;Restaurants;Salad;Lounges;Bars",919,"0"
"1294",1294,1423,"Nmka2Jw1HrC2IfuEADOwZg","""El Varaderito""",1,"Westside",1100,5,7,"Latin American;Cuban;Sandwiches;Food;Pizza;Desserts;Restaurants",668,"1"
"1295",1295,1424,"NoA6bD6W7z_Aztk_cOU5cg","""The Cheesecake Factory""",1,"Downtown",1100,3,229,"Seafood;Desserts;Breakfast & Brunch;American (New);Restaurants;Food;American (Traditional)",1430,"1"
"1296",1296,1425,"nPBG-UbMHDMdcnW-HncZNA","""Wing King""",1,"Spring Valley",1300,4,122,"Chicken Wings;Restaurants;Pizza;Burgers",1238,"1"
"1297",1297,1426,"npHRkHxgKjSGcFBi81EBWA","""Red Mango""",1,"Eastside",1375,3,7,"Ice Cream & Frozen Yogurt;Food;Juice Bars & Smoothies",2838,"0"
"1298",1298,1427,"nqnYDW_FMwuTejAPNEOhqA","""Seasonal Adventures Pumpkin Patch""",1,"Centennial",1350,3.5,9,"Active Life;Party & Event Planning;Amusement Parks;Desserts;Event Planning & Services;Food",1637,"0"
"1299",1299,1428,"NQXuoB9JTPUItHvouMgWjQ","""Violette's Vegan Organic Cafe & Juice Bar""",1,"Westside",1400,4,538,"Juice Bars & Smoothies;Vegetarian;Vegan;Restaurants;Food",1538,"0"
"1300",1300,1430,"nRNWaEuPtfcyR8pI-LnASA","""Italia Express""",1,"Downtown",1100,3,5,"Italian;Restaurants",3520,"0"
"1301",1301,1432,"nt2-Zk4FmGY2SYSDBI0gHw","""Durango Taco Shop""",1,"Centennial",1450,3,58,"Tacos;Restaurants;Mexican",712,"0"
"1302",1302,1433,"nTc-Qj_-ABZrpM9YSpJ6jA","""Chow King""",1,"Eastside",855,3,109,"Restaurants;Fast Food;Chinese;Cantonese;Filipino;Asian Fusion",4312,"0"
"1303",1303,1434,"NTtLuuBKpywlyIz6oyd9kg","""Sawa Sushi""",1,"Southwest",1450,4.5,247,"Sushi Bars;Restaurants;Food",1499,"0"
"1304",1304,1436,"NuT1ejKruFnBFQWC6Xg82w","""Papa Murphy's""",1,"Spring Valley",1250,5,44,"Pizza;Salad;Gluten-Free;Restaurants",1130,"0"
"1305",1305,1437,"Nut3ob6m58of2curSbrFWQ","""Don Tortaco Mexican Grill""",1,"Southeast",1395,3.5,24,"Restaurants;Mexican",1968,"0"
"1306",1306,1438,"NUysdAcJLlTJOjW_1AETyw","""Starbucks""",1,"Northwest",1300,3,5,"Food;Coffee & Tea",1616,"0"
"1307",1307,1439,"Nw_-4DFjYK6BDG0CwNwSvQ","""Pizza Hut""",1,"Southeast",1195,2,32,"Restaurants;Italian;Pizza",2999,"0"
"1308",1308,1440,"NwDFnh0-H1wMn4vGVJGApA","""Axum Ethiopian""",1,"Eastside",1375,4,14,"Restaurants;Ethiopian",3913,"0"
"1309",1309,1441,"NyOaA9zJ_59E8ch5HgHofw","""Tropical Smoothie Cafe""",1,"Southeast",1395,3,114,"Food;Juice Bars & Smoothies",3963,"0"
"1310",1310,1442,"NYRkbIL7yL7o75-MjhbgWw","""Antojos la Güera Mexican Grill""",1,"Eastside",1100,4,10,"Mexican;Restaurants",1483,"0"
"1311",1311,1444,"nYzCr8fcJ2ci4aiB1-hB6w","""Rolling in Dough Cafe""",0,"Westside",1400,4,304,"Bakeries;Restaurants;Coffee & Tea;Desserts;Breakfast & Brunch;Cafes;Food",2537,"0"
"1312",1312,1445,"o_c82LAuEV5Yr30Xp2NveA","""Cicis""",0,"Southeast",1300,3.5,122,"Restaurants;Pizza;American (Traditional)",3725,"1"
"1313",1313,1446,"O-04UXVtgezKPiQJOll3hg","""Firehouse Subs""",1,"Southeast",855,4,97,"Restaurants;Sandwiches;Delis;Fast Food",2307,"0"
"1314",1314,1447,"o01ztaNP08Dq8DJImuovcw","""Las Pupusas Restaurant""",1,"Southeast",1395,3.5,34,"Salvadoran;Seafood;Restaurants;Mexican;Burgers;Latin American",765,"1"
"1315",1315,1448,"o0aGMe0ukXSJgd4QefM6cQ","""Red Lobster""",1,"Eastside",855,3.5,142,"American (Traditional);Restaurants;Seafood",4389,"1"
"1316",1316,1449,"O1p3opN9vH2ACTWQ5dP5lA","""Starboard Tack""",1,"Eastside",1100,4.5,53,"Restaurants;Bars;Nightlife;Cocktail Bars",758,"0"
"1317",1317,1450,"O3OH5IEFMPtz7mPKakPZ3Q","""Japaneiro""",1,"Southwest",1250,4.5,353,"Restaurants;Japanese;Asian Fusion;French;Seafood;Tapas Bars",1643,"0"
"1318",1318,1451,"o69XnnmtOaj6a2sjOTsGeg","""Capriotti's Sandwich Shop""",1,"Eastside",1100,4,110,"Delis;Restaurants;Sandwiches",4253,"0"
"1319",1319,1452,"O7ot_LMlCfLpOP9tBqeNfw","""Kabuki Japanese Restaurant""",1,"Southeast",855,4,545,"Restaurants;Japanese;Sushi Bars;Asian Fusion",3912,"0"
"1320",1320,1453,"O9LDS66IUKIBkGz_uFZKWQ","""Chili's""",1,"Westside",1400,3,107,"American (Traditional);Nightlife;Bars;Restaurants;Tex-Mex",3932,"1"
"1321",1321,1454,"OAbwqq66Sc2JYkO6b6rEDw","""Sun's Thai Food & Jerky""",1,"Northwest",1330,4,248,"Thai;Food;Restaurants",2316,"0"
"1322",1322,1455,"OaHfq01gm8PTYkJ36k1feg","""Michael T's Steaks, Ribs, & Burgers Tavern""",1,"Southwest",1250,5,4,"Restaurants;Piano Bars;Nightlife;Steakhouses;Bars;Burgers;Sports Bars",493,"1"
"1323",1323,1456,"OaksCsORs2tUGxSJWhydJg","""Itea Boba & Dessert""",1,"Eastside",855,4.5,196,"Tea Rooms;Food;Coffee & Tea;Desserts;Bubble Tea",945,"0"
"1324",1324,1457,"OaM2Bjeo2Ftt84ruTrzPNQ","""Wings Restaurants""",1,"Anthem",1300,3.5,118,"Chicken Wings;Restaurants",2877,"0"
"1325",1325,1458,"oaqbLDW3wNqkynlnp4mvlw","""Lupo by Wolfgang Puck""",1,"The Strip",855,3.5,496,"Restaurants;Italian",4271,"0"
"1326",1326,1459,"OCJjExcrJVgsV675pzMLPQ","""Jersey Mike's Subs""",1,"Eastside",1375,3.5,80,"Sandwiches;Fast Food;Delis;Restaurants",4336,"0"
"1327",1327,1460,"oDcTa97TuRsNVg8urdw6qA","""Papa John's Pizza""",1,"Spring Valley",1300,2,49,"Pizza;Restaurants",3926,"0"
"1328",1328,1461,"oDM09XMN-FG0ii_gdVMrTw","""Little Caesars Pizza""",1,"Centennial",1450,1.5,58,"Pizza;Restaurants",2765,"0"
"1329",1329,1462,"oDQG-l5jts3-M2r9xKquyA","""Dairy Queen""",1,"Centennial",1450,2.5,48,"Ice Cream & Frozen Yogurt;Fast Food;Food;Juice Bars & Smoothies;Restaurants",3278,"0"
"1330",1330,1463,"odQGs2Rv0nC0fHh4Gfp2iA","""Ramen Noodle""",1,"Northwest",1300,4,9,"Ramen;Japanese;Restaurants",511,"0"
"1331",1331,1464,"odRsHBbIqljttG7TJzTIvA","""Kate's Korner Ice Cream Parlor""",1,"Southeast",1300,3.5,29,"Ice Cream & Frozen Yogurt;Food",3091,"0"
"1332",1332,1465,"oE6gKgUfMd74m77d6hG9qg","""Patty's Tamales""",1,"Sunrise",1095,4,94,"Mexican;Restaurants",1217,"0"
"1333",1333,1466,"oEkOj9NXJFrjFn3NBB_jpA","""Rhythm Kitchen""",1,"Spring Valley",1100,3.5,547,"Cajun/Creole;Seafood;Steakhouses;Southern;Restaurants",3698,"1"
"1334",1334,1467,"OFNXLfKbnsh7zV6Iu3EbyA","""Flamingo Pizza""",1,"Chinatown",1225,2.5,288,"Pizza;Restaurants",3434,"0"
"1335",1335,1468,"OFw59czUoeeosFMKfRawmg","""Gordon Biersch Brewery Restaurant""",1,"Eastside",1375,3.5,352,"Nightlife;Breweries;Restaurants;Food;American (New);Bars",4461,"1"
"1336",1336,1469,"OgnEQFk9HmF6jGVM3hUM2Q","""Robertos Taco Shop""",1,"Northwest",1330,3,27,"Restaurants;Fast Food;Mexican",3147,"0"
"1337",1337,1470,"oGYXSVs0ympLy0ur8Qnp7g","""Taqueria El Buen Pastor""",1,"Westside",1100,3,77,"Restaurants;Mexican",1652,"0"
"1338",1338,1471,"oh-aOlWk7zIPFmxmFMoRdg","""Carl's Jr""",1,"Southwest",1450,2.5,44,"Restaurants;Fast Food",3068,"0"
"1339",1339,1472,"oH6QAuoTLFaX97oqqpLTMg","""Familia Pizzeria""",1,"Southwest",1250,4,300,"Sandwiches;Restaurants;Pizza;Italian",3665,"0"
"1340",1340,1473,"ohqeJybL1FuFzN4P8pwxhg","""Einstein Bros""",1,"Summerlin",1100,2,76,"Restaurants;Bagels;Mexican;Food",3510,"0"
"1341",1341,1474,"OHXnDV01gLokiX1ELaQufA","""Teriyaki House""",1,"Spring Valley",1100,4.5,124,"Japanese;Restaurants",4430,"0"
"1342",1342,1475,"Ohy6TtDSeJkVAtIHXP7pMw","""Subway""",1,"Eastside",1375,3,9,"American (Traditional);Fast Food;Sandwiches;Restaurants",1011,"1"
"1343",1343,1476,"oI11Y5AZscmmn12Yv3PinQ","""Subway""",1,"Southwest",1450,3,30,"Sandwiches;Salad;Fast Food;Restaurants",3344,"0"
"1344",1344,1477,"oJ7mF-fW8GuEoUZ8BSA37Q","""Aquatic Treasures""",1,"Northwest",1300,4.5,41,"Active Life;Hobby Shops;Shopping;Aquarium Services;Pet Services;Local Fish Stores;Pets;Aquariums;Seafood;Restaurants;Pet Stores",2219,"0"
"1345",1345,1478,"OjApDLQUPV8c_yPCg8xZog","""Pot Liquor CAS""",0,"Southeast",855,3.5,820,"Event Planning & Services;Barbeque;Caterers;American (New);Soul Food;American (Traditional);Southern;Restaurants",1676,"1"
"1346",1346,1479,"oJujreJoOoskuA09JJ39FQ","""McDonald's""",1,"Sunrise",1000,2,9,"Fast Food;Restaurants;Burgers",2917,"1"
"1347",1347,1480,"oKATEDDmUGDDr-tIbDX5Pg","""Rachel's Kitchen""",1,"Downtown",1100,5,18,"Sandwiches;Juice Bars & Smoothies;Food;Restaurants;American (New);Cafes",1476,"1"
"1348",1348,1481,"oL_fYqSHG63vR0TBMyoo_A","""Green Leaf's & Bananas""",1,"Downtown",1100,2,23,"Soup;Restaurants;Ice Cream & Frozen Yogurt;Food;Salad;Juice Bars & Smoothies",1775,"0"
"1349",1349,1482,"oLbHJ_qJh78Kw4fhUw1HGg","""Mandarin Express""",1,"Sunrise",995,3.5,54,"Restaurants;Chinese",3789,"0"
"1350",1350,1483,"olmCDBoMF-EhN8U2livBSg","""Freed's Bakery""",1,"Southeast",1300,4,777,"American (New);Restaurants;Food;Bakeries;Desserts;Cupcakes;Breakfast & Brunch",3719,"1"
"1351",1351,1484,"oN_A87dyVD2FBk7coLnhCg","""Chile Verde Express Mexican Grill""",1,"Southwest",1250,4.5,193,"Mexican;Restaurants",2236,"0"
"1352",1352,1485,"onC6LNdf3HIwjB6LqMjQxw","""Jack in the Box""",1,"Sunrise",995,3,8,"Burgers;Restaurants;Fast Food",2873,"1"
"1353",1353,1486,"oNlsiPYrawa9DxFO9TioYw","""The Coffee Bean & Tea Leaf""",1,"Westside",1100,3.5,9,"Coffee & Tea;Food",2112,"0"
"1354",1354,1488,"OOHDPE3tilNC4md8Lcx_4Q","""Pon Ocha Soup""",1,"Sunrise",1000,4.5,76,"Thai;Asian Fusion;Restaurants",1738,"0"
"1355",1355,1489,"OPiPeoJiv92rENwbq76orA","""Sonic""",1,"Northwest",1300,3,68,"Restaurants;Fast Food;American (Traditional)",4508,"1"
"1356",1356,1490,"OPSNdO3LNPMt7qz1MNb42g","""Urban Turban""",0,"Eastside",1375,4,628,"Food;Cocktail Bars;Buffets;Tapas Bars;Vegetarian;Restaurants;Indian;Bars;Desserts;Halal;Nightlife",1564,"0"
"1357",1357,1491,"Oqqnw0Rz77sMDPHS_eN2aA","""Jersey Mike's Subs""",1,"Westside",1400,3.5,74,"Sandwiches;Delis;Fast Food;Restaurants",3732,"0"
"1358",1358,1493,"os_m94NtcG7JQg095WdggQ","""Groundswell Tabletop Game Cafe""",1,"Spring Valley",1300,4.5,52,"Food;Cafes;Coffee & Tea;Restaurants;Arcades;Arts & Entertainment;Tabletop Games;Shopping",849,"0"
"1359",1359,1494,"OSLEi9yMmaV0FBZKshJnUw","""Subway""",1,"Eastside",1100,3.5,9,"Sandwiches;Restaurants;Fast Food",2051,"0"
"1360",1360,1495,"osngclad-cS05yDq9CXPOA","""Spicy Mama""",1,"Spring Valley",1225,3.5,25,"Restaurants;Chinese",629,"0"
"1361",1361,1496,"ostVuyoxxQiP3Qik_L7nPA","""BJ's Restaurant & Brewhouse""",1,"Centennial",1350,3,465,"Pizza;Breweries;American (New);Food;Restaurants",2855,"1"
"1362",1362,1497,"osu1j_Lg8R9brpuMMn3a3A","""Fogo de Chão Brazilian Steakhouse""",1,"Eastside",1375,4.5,963,"Steakhouses;Restaurants;Brazilian;Seafood",2712,"1"
"1363",1363,1498,"ot1sUqbDrXEd8BELJZw6IA","""JC Cuisine""",1,"University",855,3.5,22,"Chinese;Restaurants;Sushi Bars",727,"0"
"1364",1364,1499,"Oto60yDwk1z72WmfWEYrjg","""Baja Miguel's""",1,"Southeast",1300,3,184,"Restaurants;Food;Mexican",4106,"0"
"1365",1365,1500,"OtSbxxD-WNzlNQlDGpXFSA","""IKEA""",1,"Spring Valley",1475,3.5,303,"Scandinavian;Furniture Stores;Shopping;Kitchen & Bath;Restaurants;Baby Gear & Furniture;Home & Garden;Home Decor",1066,"0"
"1366",1366,1501,"oTUpxF_E9D1n_LhN5N0NXg","""Popeyes Louisiana Kitchen""",1,"Sunrise",1100,2,20,"Fast Food;Restaurants;American (Traditional);Chicken Wings",2245,"1"
"1367",1367,1502,"OUP9dy2eu_-2Mga3DpSFfQ","""Rocco's""",1,"Westside",1400,4,219,"Pizza;Restaurants;Italian;Delis",4246,"0"
"1368",1368,1503,"oUX2bYbqjqST-urKbOHG6w","""Loftti Cafe""",1,"Southwest",1450,4.5,180,"Restaurants;Bubble Tea;Cafes;Sandwiches;Desserts;Shaved Ice;Juice Bars & Smoothies;Coffee & Tea;Food",996,"0"
"1369",1369,1504,"OV8FLyjA5Ox827E-RKPi4g","""McDonalds""",0,"Sunrise",1100,2,3,"Fast Food;Burgers;Restaurants",1392,"1"
"1370",1370,1505,"oviLltn52sIFHcClcT-BNA","""Starbucks""",1,"South Summerlin",1400,3.5,31,"Coffee & Tea;Food",3175,"0"
"1371",1371,1506,"oVji4RtNNaGJU119CaCU1w","""Starbucks""",1,"Northwest",1300,3.5,27,"Food;Coffee & Tea",2915,"0"
"1372",1372,1507,"OVTein0LZg3PNoEnckX0Bg","""The Coffee Bean & Tea Leaf""",1,"The Lakes",1400,4,62,"Food;Restaurants;Coffee & Tea;Cafes",2493,"0"
"1373",1373,1510,"OwG2nkJrDoP-WGcU9tvkUA","""Hot Dog On A Stick""",1,"Southeast",855,4.5,8,"Restaurants;American (Traditional);Fast Food;Hot Dogs",741,"1"
"1374",1374,1511,"OwL4BM7GchsxBXxWrkmmqw","""Papa Murphy's""",1,"Northwest",1330,3.5,21,"Pizza;Restaurants",2920,"0"
"1375",1375,1512,"owxcYAUca_6K6BAUX4V48w","""D'Pinoy Joint""",1,"Southeast",1395,4.5,76,"Filipino;Restaurants",840,"0"
"1376",1376,1513,"OY-QPfMdLueBtJgne_9KzQ","""KFC""",1,"Northwest",1300,1.5,24,"Fast Food;Restaurants;Chicken Wings",2413,"0"
"1377",1377,1514,"OYaL_-uxBCgrE94uNQ4VCA","""Lino's Pizzeria & Italian Cuisine""",1,"Centennial",1330,4,96,"Food;Italian;Salad;Desserts;Pizza;Sandwiches;Restaurants",3478,"0"
"1378",1378,1515,"oyh1CYVHDiAyDtF-ug8y3w","""Pineapple Park""",1,"Southwest",1495,3.5,212,"Coffee & Tea;Juice Bars & Smoothies;Restaurants;Ice Cream & Frozen Yogurt;Desserts;Creperies;Food",1492,"0"
"1379",1379,1516,"OyTSs71uXNDeC14zsPA5jw","""The Lab Real Hawaiian Shave ice""",0,"Westside",1100,4.5,58,"Hawaiian;Desserts;Food;Food Court;Restaurants;Shaved Ice;Ice Cream & Frozen Yogurt",1635,"0"
"1380",1380,1517,"OzcvQqt_copeLRCT2OHrfA","""Felipito's Mexican Food""",1,"University",855,3.5,87,"Restaurants;Mexican",4492,"0"
"1381",1381,1518,"ozEDKl0tZw5ob1evx41gcQ","""Big Dog's Draft House""",1,"Northwest",1330,4,381,"American (Traditional);Breweries;Pizza;Food;Restaurants",4210,"1"
"1382",1382,1519,"ozMd45nXHTCl3mdOwouwlw","""Shawarma House""",1,"Northwest",1330,4.5,312,"Restaurants;Mediterranean",1249,"0"
"1383",1383,1520,"OzPSwxV8AH2S5KvoBTjH5Q","""Tropical Smoothie Cafe""",1,"Chinatown",1225,2,51,"Restaurants;Food;Breakfast & Brunch;Juice Bars & Smoothies;Cafes;Sandwiches",1336,"0"
"1384",1384,1521,"Ozy5LlmU0k-mVs7RXNisZQ","""Subway""",1,"Southeast",1395,2.5,12,"Restaurants;Fast Food;Sandwiches",2137,"0"
"1385",1385,1522,"P3Wk4UFYZnPa75nCDfk87w","""Kusina Ni Lorraine Express""",1,"Southeast",1395,2.5,33,"Filipino;Restaurants",1933,"0"
"1386",1386,1523,"P4MSmTvAVeW3is2RORWosA","""Subway""",1,"Northwest",1300,2.5,23,"Restaurants;Fast Food;Sandwiches",3332,"0"
"1387",1387,1524,"p4UY86ROXC0IDnvasv2S8A","""Farmers Market LV""",1,"Southeast",1395,5,15,"Shopping;Food;Fashion;Men's Clothing;Farmers Market;Women's Clothing",1561,"0"
"1388",1388,1525,"p5PRvPUhJrA-QHhm5xOU7Q","""Philly Steak Express""",1,"Centennial",1350,3.5,186,"Pizza;Salad;Cheesesteaks;Burgers;Sandwiches;Restaurants",2157,"1"
"1389",1389,1526,"p5rpYtxS5xPQjt3MXYVEwA","""Greens and Proteins""",1,"Southeast",1395,4,635,"Juice Bars & Smoothies;Cafes;Vegetarian;American (New);American (Traditional);Sandwiches;Vegan;Food;Pizza;Breakfast & Brunch;Burgers;Restaurants",2716,"1"
"1390",1390,1527,"P7Dqa0IbcFgRZ1aK7CPAOw","""McDonald's""",1,"Eastside",855,2,41,"Burgers;Fast Food;Restaurants",2991,"1"
"1391",1391,1528,"p7Y09Xv3wDUyROO00UhzNQ","""Pizza Hut""",1,"Southeast",1100,1.5,37,"Chicken Wings;Restaurants;Pizza",3331,"0"
"1392",1392,1530,"p8HvhJZ-_EHhmUVmZN15gg","""Cafe Zupas""",1,"Southeast",1395,3.5,361,"Sandwiches;Restaurants;Salad;Cafes;American (New);Soup",2179,"1"
"1393",1393,1531,"PAcD5cYk9yFtgUYvejaVfQ","""Del Taco""",1,"Spring Valley",1475,2,13,"Mexican;Restaurants",1743,"0"
"1394",1394,1532,"PAilv1TpsWMsLTZk5d3guw","""Capriotti's Sandwich Shop""",1,"Spring Valley",1300,3,76,"Delis;Sandwiches;Restaurants",4256,"0"
"1395",1395,1533,"PbNKg8t_VNKzxPKydtkFDg","""Checker's""",0,"Spring Valley",1250,2,72,"Fast Food;Restaurants;Sandwiches;Burgers",1570,"1"
"1396",1396,1535,"PChG1Dm0A6AXIXkXGVK8Fw","""Sasa Sushi""",1,"Northwest",1300,4,458,"Restaurants;Japanese;Sushi Bars",2176,"0"
"1397",1397,1536,"pCVQq3jzfrT2CNHAIMMy0g","""Fatburger""",1,"Northwest",1330,2.5,49,"Restaurants;Fast Food;American (Traditional);Burgers",3213,"1"
"1398",1398,1537,"Pd52CjgyEU3Rb8co6QfTPw","""Flight Deck Bar & Grill""",1,"Southeast",855,4,13,"Nightlife;Bars;Barbeque;Sports Bars;American (New);Restaurants",1265,"1"
"1399",1399,1538,"pd9zEKWDp0NKSj7ebRMr4w","""Yogurtland""",1,"Sunrise",1095,4,13,"Local Flavor;Ice Cream & Frozen Yogurt;Desserts;Food",1310,"0"
"1400",1400,1539,"PEFcy5D1nXdHS67Ge0h0Kg","""BBQ Concepts""",1,"Spring Valley",1475,5,3,"Home & Garden;Shopping;Grilling Equipment;Outdoor Furniture Stores;Restaurants;Contractors;Barbeque;Fireplace Services;Home Services",627,"0"
"1401",1401,1540,"PEGtD36MLdfcsD2hc95Kiw","""Sofia's Pizza""",1,"Westside",1400,2.5,80,"Chicken Wings;Restaurants;Burgers;Pizza",3366,"1"
"1402",1402,1541,"PFOPBxMDFZM0vFrI5R8txQ","""McDonald's""",1,"Southeast",1395,1.5,13,"Fast Food;Restaurants;Burgers",2960,"1"
"1403",1403,1542,"Pg08gKwJApGWoHtnq3aWqw","""Fatburger""",1,"Northwest",1330,3,16,"American (Traditional);Restaurants;Fast Food;Burgers",3153,"1"
"1404",1404,1543,"PhrTUiNQVA_XsK43O2TA5w","""Thai D Togo""",1,"Eastside",1375,4,62,"Restaurants;Thai",972,"0"
"1405",1405,1544,"phTLTkqSvylLkmz5wAwhTw","""Golden China""",1,"Northwest",1330,3.5,42,"Soup;Noodles;Chinese;Restaurants",2582,"0"
"1406",1406,1545,"pi4FLFEOn9AhNUxiLbBeHg","""Hawaiian Style Poke""",1,"Chinatown",1225,4,189,"Poke;Food;Hawaiian;Restaurants",3744,"0"
"1407",1407,1546,"piJeE_GQxpYE3hvqW__jvA","""The Cracked Egg""",1,"South Summerlin",1400,4,227,"Breakfast & Brunch;American (New);Restaurants",1818,"1"
"1408",1408,1547,"Piw03nxAXZF86UYaVrDn1g","""Sbarro the Italian Eatery""",1,"Southeast",1395,2.5,3,"Restaurants;Italian",1191,"0"
"1409",1409,1548,"PIXl4WvAqjl2w9Lj81zXvQ","""Zest - Bistro & Bar""",1,"Southwest",1495,4.5,431,"American (New);Karaoke;Bars;Italian;Lounges;American (Traditional);Restaurants;Nightlife;Steakhouses",3758,"1"
"1410",1410,1549,"PJPO9AYkt__t4kSWdSWnfw","""MTO Café""",1,"South Summerlin",1872.5,3.5,290,"Restaurants;American (New);Diners;Breakfast & Brunch",1602,"1"
"1411",1411,1550,"PJxqFL-xUmUaCe2STc5VRA","""Baskin-Robbins""",1,"Southwest",1450,3,43,"Food;Ice Cream & Frozen Yogurt",3648,"0"
"1412",1412,1551,"pKk7jCFIm96qDdk0laVT2w","""StripSteak""",1,"The Strip",855,4,1090,"American (New);Cheesesteaks;Restaurants;Steakhouses",4517,"1"
"1413",1413,1552,"PL3cimEUfNHlenOGSOAdJg","""Kumi Japanese Restaurant + Bar""",1,"The Strip",855,3.5,359,"Japanese;Sushi Bars;Restaurants",2090,"0"
"1414",1414,1553,"PLQl-y06iPOEaqsy_nx-Eg","""Cafe Mayakovsky""",0,"Southeast",855,4.5,213,"Cafes;Russian;Restaurants",1615,"0"
"1415",1415,1554,"PLVJCN2p1MIkeDzIbAx9kA","""Denny's""",1,"Westside",1400,2.5,81,"Breakfast & Brunch;American (Traditional);Restaurants;Diners",3789,"1"
"1416",1416,1555,"PM0A7ZgbxvtbRCj931PbyQ","""Shabu Grill""",0,"Southeast",1300,3.5,271,"Asian Fusion;Food;Japanese;Hot Pot;Chinese;Do-It-Yourself Food;Restaurants",2512,"0"
"1417",1417,1556,"pmsGwCJoMjtj-wwP78PIWQ","""Tropicana Pizza""",1,"Sunrise",995,3.5,52,"Restaurants;Pizza",2561,"0"
"1418",1418,1557,"PmXqq2nFT6oYvgLxLwrFEQ","""Jimmy John's""",1,"Northwest",1330,3.5,57,"Restaurants;Food Delivery Services;Sandwiches;Food;Fast Food",1731,"0"
"1419",1419,1558,"Pn8DcG2Uz6Ly8tO_EpI5tw","""Subway""",1,"Eastside",1375,2,15,"Fast Food;Restaurants;Sandwiches",2878,"0"
"1420",1420,1559,"PnSOaN7kg6S9fFHX9RCtMA","""Milano's Pizza""",1,"Chinatown",1225,2.5,6,"Restaurants;Pizza",4110,"0"
"1421",1421,1560,"pNVRNptxW2u_WhQ0Fs-g9A","""8th Ave Pizza""",1,"Southwest",1495,3,103,"Restaurants;Pizza",3081,"0"
"1422",1422,1561,"po0p6NIro0cDrmKkcyPy0w","""To See Roll""",1,"Spring Valley",1250,4.5,331,"Hawaiian;Sushi Bars;Food;Poke;Restaurants;Japanese",1010,"0"
"1423",1423,1562,"POIowl4F1ZiHdKLnx__ulw","""Chipotle Mexican Grill""",1,"Centennial",1330,3.5,35,"Fast Food;Restaurants;Mexican",1340,"0"
"1424",1424,1563,"POiWEckMIOqX7TgBxXgCzw","""China One""",1,"Northwest",1330,3.5,48,"Seafood;Chinese;Restaurants;Salad",1315,"0"
"1425",1425,1564,"pooAgpZJn79L7JTgcK-o-Q","""LJ Filipino Restaurant and Pub""",0,"Southeast",1395,3,161,"Filipino;Asian Fusion;Vietnamese;Restaurants",1646,"0"
"1426",1426,1565,"poYsvuOmVDqF4dTnjJ780A","""Tiabi Coffee & Waffle""",1,"Eastside",855,4.5,752,"Food;Internet Cafes;Comfort Food;Bakeries;Restaurants;Coffee & Tea;Juice Bars & Smoothies;Local Flavor;Cafes;Desserts;Breakfast & Brunch",1952,"0"
"1427",1427,1566,"ppHkkuDvvH8g1Enz6F8OJA","""Divine Eatery""",1,"Centennial",1350,4,252,"American (New);Burgers;Restaurants;Breakfast & Brunch",2070,"1"
